Location,Crash Type,Municipality,Year,Crash Count,Latitude,Longitude
10TH AVE & 6TH ST & SIXTH ST & TENTH AVE,Property damage only,NEW WESTMINSTER,2016,9,49.218965,-122.92762
COLUMBIA ST & FRONT ST,Property damage only,NEW WESTMINSTER,2016,9,49.200315,-122.913318
CUMBERLAND ST & E COLUMBIA ST,Property damage only,NEW WESTMINSTER,2016,9,49.220462,-122.893018
EIGHTH AVE & EIGHTH ST,Property damage only,NEW WESTMINSTER,2016,9,49.214,-122.927667
EIGHTH AVE & TWELFTH ST,Property damage only,NEW WESTMINSTER,2016,9,49.210511,-122.934131
ROYAL AVE & TENTH ST,Property damage only,NEW WESTMINSTER,2016,9,49.202102,-122.917422
SIXTH AVE & TENTH ST,Property damage only,NEW WESTMINSTER,2016,9,49.209625,-122.926885
STEWARDSON WAY,Property damage only,NEW WESTMINSTER,2016,9,49.202034,-122.940495
BLACKWOOD ST & COLUMBIA ST,Property damage only,NEW WESTMINSTER,2016,10,49.204934,-122.904657
HWY 91 & HWY 91A,Property damage only,NEW WESTMINSTER,2016,10,49.176802,-122.956418
COLUMBIA ST & EIGHTH ST,Property damage only,NEW WESTMINSTER,2016,11,49.201235,-122.911514
FOURTH ST & ROYAL AVE,Property damage only,NEW WESTMINSTER,2016,11,49.207062,-122.908407
ROYAL AVE & SEVENTH ST,Property damage only,NEW WESTMINSTER,2016,11,49.204885,-122.912432
STEWARDSON WAY & THIRD AVE,Property damage only,NEW WESTMINSTER,2016,11,49.202358,-122.92643
STEWARDSON WAY & TWELFTH ST,Property damage only,NEW WESTMINSTER,2016,11,49.200673,-122.922265
10TH AVE & CUMBERLAND ST & E TENTH AVE,Property damage only,NEW WESTMINSTER,2016,13,49.227292,-122.912147
10TH AVE & E TENTH AVE & MCBRIDE BLVD & MCBRIDE BLVD ONRAMP & TENTH AVE,Property damage only,NEW WESTMINSTER,2016,13,49.224688,-122.916996
BRAID ST & ROUSSEAU ST,Property damage only,NEW WESTMINSTER,2016,13,49.231539,-122.886232
10TH AVE & 2ND ST & SECOND ST & TENTH AVE,Property damage only,NEW WESTMINSTER,2016,14,49.222306,-122.921408
COLUMBIA ST & FOURTH ST,Property damage only,NEW WESTMINSTER,2016,14,49.204592,-122.90529
COLUMBIA ST & FRONT ST & NEW WESTMINSTER STATION & TURNING LANE,Property damage only,NEW WESTMINSTER,2016,15,49.200524,-122.912578
COLUMBIA ST & SIXTH ST,Property damage only,NEW WESTMINSTER,2016,15,49.203232,-122.907813
EIGHTH AVE & SIXTH ST,Property damage only,NEW WESTMINSTER,2016,15,49.216017,-122.923899
E COLUMBIA ST & HOLMES ST,Property damage only,NEW WESTMINSTER,2016,16,49.235694,-122.892602
E COLUMBIA ST & RICHMOND ST,Property damage only,NEW WESTMINSTER,2016,17,49.216542,-122.893812
EIGHTH ST & ROYAL AVE,Property damage only,NEW WESTMINSTER,2016,17,49.203707,-122.914593
FIRST ST & ROYAL AVE,Property damage only,NEW WESTMINSTER,2016,17,49.209998,-122.902705
EIGHTH ST & SIXTH AVE,Property damage only,NEW WESTMINSTER,2016,18,49.211174,-122.924021
ROYAL AVE & SIXTH ST,Property damage only,NEW WESTMINSTER,2016,18,49.205702,-122.91092
BRUNETTE AVE & DEBECK ST & E COLUMBIA ST,Property damage only,NEW WESTMINSTER,2016,19,49.221968,-122.892985
EIGHTH AVE & TWENTIETH ST,Property damage only,NEW WESTMINSTER,2016,19,49.202833,-122.948359
MCBRIDE BLVD & MEMORIAL DR,Property damage only,NEW WESTMINSTER,2016,21,49.215096,-122.902752
COLUMBIA ST & ROYAL AVE & STEWARDSON WAY,Property damage only,NEW WESTMINSTER,2016,24,49.200405,-122.920504
HWY 91A OFFRAMP & SIXTH AVE & SIXTH AVE ONRAMP & TWENTIETH ST & TURNING LANE,Property damage only,NEW WESTMINSTER,2016,24,49.200051,-122.945334
SEVENTH AVE & TWENTIETH ST,Property damage only,NEW WESTMINSTER,2016,24,49.201543,-122.946722
BRAID ST & E COLUMBIA ST,Property damage only,NEW WESTMINSTER,2016,27,49.231625,-122.892723
10TH AVE & GRIFFITHS DR & SOUTHRIDGE DR & TENTH AVE & TWENTIETH ST & TURNING LANE,Property damage only,NEW WESTMINSTER,2016,33,49.205812,-122.952118
HOWES ST & HOWES ST OFFRAMP & HOWES ST ONRAMP & HWY 91A & TURNING LANE,Property damage only,NEW WESTMINSTER,2016,35,49.188122,-122.94821
E SIXTH AVE & MCBRIDE BLVD & SIXTH AVE,Property damage only,NEW WESTMINSTER,2016,40,49.219542,-122.908457
10TH AVE & KINGSWAY & TENTH AVE & TWELFTH ST,Property damage only,NEW WESTMINSTER,2016,42,49.213429,-122.937862
BOYD ST & HOWES ST & TURNING LANE,Property damage only,NEW WESTMINSTER,2016,44,49.190086,-122.948533
10TH AVE & CANADA WAY & EIGHTH ST & TENTH AVE,Property damage only,NEW WESTMINSTER,2016,50,49.216882,-122.931469
COLUMBIA ST & E COLUMBIA ST & MCBRIDE BLVD,Property damage only,NEW WESTMINSTER,2016,57,49.211082,-122.897643
E EIGHTH AVE & EIGHTH AVE & MCBRIDE BLVD,Property damage only,NEW WESTMINSTER,2016,57,49.2224,-122.911951
E ROYAL AVE & MCBRIDE BLVD & ROYAL AVE,Property damage only,NEW WESTMINSTER,2016,58,49.212087,-122.898921
BRAID ST & BRUNETTE AVE,Property damage only,NEW WESTMINSTER,2016,93,49.231356,-122.882908
BRUNETTE AVE & BRUNETTE AVE OFFRAMP & BRUNETTE AVE ONRAMP & TRANS-CANADA HWY,Property damage only,NEW WESTMINSTER,2016,126,49.234521,-122.878438
10TH AVE & 15TH ST & FIFTEENTH ST & TENTH AVE,Property damage only,NEW WESTMINSTER,2017,1,49.210918,-122.942558
10TH AVE & E TENTH AVE & LANGLEY ST,Property damage only,NEW WESTMINSTER,2017,1,49.231012,-122.905246
10TH AVE & FIFTH ST & TENTH AVE,Property damage only,NEW WESTMINSTER,2017,1,49.21962,-122.926405
22ND ST STATION LOOP & SEVENTH AVE,Property damage only,NEW WESTMINSTER,2017,1,49.200243,-122.949198
AGNES ST & ELLIOT ST,Property damage only,NEW WESTMINSTER,2017,1,49.208172,-122.90372
AGNES ST & SEVENTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.204064,-122.911388
AGNES ST & TENTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.201322,-122.916452
AMESS ST & WINTHROP ST,Property damage only,NEW WESTMINSTER,2017,1,49.232213,-122.897098
ASH ST & THIRD AVE,Property damage only,NEW WESTMINSTER,2017,1,49.207304,-122.917279
BEGBIE ST & CARNARVON ST,Property damage only,NEW WESTMINSTER,2017,1,49.202713,-122.911418
BELMONT ST & SEVENTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.211626,-122.920954
BLACKBERRY DR & MCBRIDE BLVD,Property damage only,NEW WESTMINSTER,2017,1,49.216703,-122.904835
BLACKIE ST & CARNARVON ST,Property damage only,NEW WESTMINSTER,2017,1,49.201765,-122.913238
BLACKWOOD ST & COLUMBIA ST,Property damage only,NEW WESTMINSTER,2017,1,49.204934,-122.904657
BOUNDARY RD & HWY 91 & HWY 91A,Property damage only,NEW WESTMINSTER,2017,1,49.177069,-122.95734
BOYD ST & HWY 91A & QUEENSBOROUGH BRIDGE,Property damage only,NEW WESTMINSTER,2017,1,49.192458,-122.942916
BOYD ST & WOOD ST,Property damage only,NEW WESTMINSTER,2017,1,49.192646,-122.942536
BOYNE ST & EWEN AVE,Property damage only,NEW WESTMINSTER,2017,1,49.189824,-122.938119
BRAID ST & FADER ST,Property damage only,NEW WESTMINSTER,2017,1,49.23158,-122.890146
BRAID ST & WILSON ST,Property damage only,NEW WESTMINSTER,2017,1,49.231546,-122.887552
BRAID STATION & BRUNETTE AVE,Property damage only,NEW WESTMINSTER,2017,1,49.233245,-122.881665
BRANTFORD ST & SIXTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.211244,-122.917889
BUCHANAN AVE & SHERBROOKE ST,Property damage only,NEW WESTMINSTER,2017,1,49.22794,-122.896304
CAMATA ST & EWEN AVE,Property damage only,NEW WESTMINSTER,2017,1,49.193736,-122.928725
CAMERON ST & TWELFTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.205481,-122.927852
CANFOR AVE & CAPILANO WAY,Property damage only,NEW WESTMINSTER,2017,1,49.226718,-122.885409
CARNARVON ST & ELLIOT ST,Property damage only,NEW WESTMINSTER,2017,1,49.207363,-122.902742
CARNARVON ST & QUAYSIDE DR,Property damage only,NEW WESTMINSTER,2017,1,49.200886,-122.914823
CARTER ST & SALTER ST,Property damage only,NEW WESTMINSTER,2017,1,49.184823,-122.94195
CHERRY ST & DEVOY ST & E EIGHTH AVE & SHERBROOKE ST,Property damage only,NEW WESTMINSTER,2017,1,49.228081,-122.901335
CHILLIWACK ST & CHURCHILL AVE,Property damage only,NEW WESTMINSTER,2017,1,49.229083,-122.904262
CHURCH ST & CLARKSON ST,Property damage only,NEW WESTMINSTER,2017,1,49.204302,-122.907118
COLBORNE ST & SIXTH AVE,Property damage only,NEW WESTMINSTER,2017,1,49.218212,-122.910941
COLUMBIA ST & FRONT ST,Property damage only,NEW WESTMINSTER,2017,1,49.200315,-122.913318
COLUMBIA ST & QUAYSIDE DR,Property damage only,NEW WESTMINSTER,2017,1,49.200192,-122.914139
CRAIG AVE & GARFIELD ST & HOLMES ST,Property damage only,NEW WESTMINSTER,2017,1,49.235714,-122.895633
CUMBERLAND ST & HARVEY ST,Property damage only,NEW WESTMINSTER,2017,1,49.220606,-122.902308
CUNNINGHAM ST & MERIVALE ST,Property damage only,NEW WESTMINSTER,2017,1,49.207761,-122.90569
DEBECK ST & MINER ST,Property damage only,NEW WESTMINSTER,2017,1,49.222001,-122.895838
DEVOY ST & SHILES ST,Property damage only,NEW WESTMINSTER,2017,1,49.225177,-122.901282
DUNCAN ST & MERCER ST,Property damage only,NEW WESTMINSTER,2017,1,49.19501,-122.931187
E COLUMBIA ST & HOULT ST,Property damage only,NEW WESTMINSTER,2017,1,49.233881,-122.892659
E COLUMBIA ST & NELSONS CRES,Property damage only,NEW WESTMINSTER,2017,1,49.223665,-122.892938
E EIGHTH AVE & MCKAY ST & WILLIAM ST,Property damage only,NEW WESTMINSTER,2017,1,49.226342,-122.904609
E EIGHTH AVE & SANGSTER PL,Property damage only,NEW WESTMINSTER,2017,1,49.223171,-122.910556
E EIGHTH AVE & YORK ST,Property damage only,NEW WESTMINSTER,2017,1,49.225266,-122.906651
E ROYAL AVE & FRANCIS WAY,Property damage only,NEW WESTMINSTER,2017,1,49.21458,-122.897578
E SIXTH AVE & FISHER ST,Property damage only,NEW WESTMINSTER,2017,1,49.222563,-122.903853
E SIXTH AVE & GLENBROOK DR,Property damage only,NEW WESTMINSTER,2017,1,49.220727,-122.906254
EDINBURGH ST & SEVENTEENTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.206847,-122.943204
EDWORTHY WAY & SPRUCE ST,Property damage only,NEW WESTMINSTER,2017,1,49.223365,-122.887916
EIGHTH AVE & FIFTEENTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.207914,-122.938948
EIGHTH AVE & FIFTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.2167,-122.922639
EIGHTH AVE & FOURTEENTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.208825,-122.937255
EIGHTH AVE & FOURTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.217392,-122.921361
EIGHTH AVE & NINETEENTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.204039,-122.946098
EIGHTH AVE & SECOND ST,Property damage only,NEW WESTMINSTER,2017,1,49.219385,-122.917692
EIGHTH AVE & SEVENTEENTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.206112,-122.942282
EIGHTH AVE & THIRTEENTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.209657,-122.935711
EIGHTH ST & LONDON ST,Property damage only,NEW WESTMINSTER,2017,1,49.216168,-122.930468
EIGHTH ST & PRINCESS ST,Property damage only,NEW WESTMINSTER,2017,1,49.211823,-122.924856
EIGHTH ST & QUEENS AVE,Property damage only,NEW WESTMINSTER,2017,1,49.205148,-122.916375
ELEVENTH ST & FIFTH AVE,Property damage only,NEW WESTMINSTER,2017,1,49.206963,-122.927449
ELEVENTH ST & THIRD AVE,Property damage only,NEW WESTMINSTER,2017,1,49.2039,-122.923604
EWEN AVE & JARDINE ST,Property damage only,NEW WESTMINSTER,2017,1,49.185217,-122.949205
FIFTEENTH ST & LONDON ST,Property damage only,NEW WESTMINSTER,2017,1,49.210109,-122.941708
FIFTH AVE & HOWAY ST,Property damage only,NEW WESTMINSTER,2017,1,49.207515,-122.926422
FIFTH AVE & MCMARTIN ST,Property damage only,NEW WESTMINSTER,2017,1,49.205823,-122.929565
FIFTH AVE & SEVENTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.210926,-122.920067
FIFTH AVE & THIRTEENTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.205405,-122.930342
FIFTH ST & FOURTH AVE,Property damage only,NEW WESTMINSTER,2017,1,49.210911,-122.915377
FIRST ST & GLOVER AVE,Property damage only,NEW WESTMINSTER,2017,1,49.222651,-122.918477
FIRST ST & QUEENS AVE,Property damage only,NEW WESTMINSTER,2017,1,49.211517,-122.904551
FIRST ST & SEVENTH AVE,Property damage only,NEW WESTMINSTER,2017,1,49.218894,-122.913796
FOURTEENTH ST & STEWARDSON WAY,Property damage only,NEW WESTMINSTER,2017,1,49.203588,-122.930653
FOURTH AVE & SEVENTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.209411,-122.918152
FOURTH AVE & TENTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.206681,-122.923191
FOURTH ST & ST GEORGE ST,Property damage only,NEW WESTMINSTER,2017,1,49.209307,-122.911193
GIFFORD ST & TANAKA CRT,Property damage only,NEW WESTMINSTER,2017,1,49.186226,-122.953414
GINGER DR & MCBRIDE BLVD,Property damage only,NEW WESTMINSTER,2017,1,49.217888,-122.906347
GRANVILLE ST & ROYAL AVE,Property damage only,NEW WESTMINSTER,2017,1,49.210617,-122.901606
HAMILTON ST & SIXTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.21524,-122.922928
HAMILTON ST & TWENTIETH ST,Property damage only,NEW WESTMINSTER,2017,1,49.202201,-122.947554
HWY 1A & ROYAL AVE & HIGHWAY RAMP,Property damage only,NEW WESTMINSTER,2017,1,49.211366,-122.900284
KEARY ST & RICHMOND ST,Property damage only,NEW WESTMINSTER,2017,1,49.225609,-122.898649
LAGUNA CRT & QUAYSIDE DR,Property damage only,NEW WESTMINSTER,2017,1,49.200051,-122.923276
LEVI ST & THIRD AVE,Property damage only,NEW WESTMINSTER,2017,1,49.201817,-122.927492
MARINE DR & SEVENTH AVE & TRAPP RD,Property damage only,NEW WESTMINSTER,2017,1,49.198123,-122.953172
MCPHADEN ST & STEWARDSON WAY,Property damage only,NEW WESTMINSTER,2017,1,49.202932,-122.92713
MEMORIAL DR & ROSS DR,Property damage only,NEW WESTMINSTER,2017,1,49.215876,-122.901529
MERIVALE ST & ROYAL AVE,Property damage only,NEW WESTMINSTER,2017,1,49.208138,-122.90632
NANAIMO ST & THIRTEENTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.207455,-122.932929
NANAIMO ST & TWELFTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.208276,-122.931345
OAKLAND ST & THIRD ST,Property damage only,NEW WESTMINSTER,2017,1,49.212791,-122.913099
OSBORNE AVE & SECOND ST,Property damage only,NEW WESTMINSTER,2017,1,49.219955,-122.918425
PEELE ST & ROYAL AVE,Property damage only,NEW WESTMINSTER,2017,1,49.208748,-122.905429
QUAYSIDE DR & THIRD AVE,Property damage only,NEW WESTMINSTER,2017,1,49.202213,-122.926666
QUEENS AVE & SIXTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.207131,-122.912704
RIVER DR & STEWARDSON WAY,Property damage only,NEW WESTMINSTER,2017,1,49.202144,-122.940158
SECOND ST & SEVENTH AVE,Property damage only,NEW WESTMINSTER,2017,1,49.217847,-122.915739
SEVENTH AVE & TENTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.210938,-122.928545
SEVENTH ST & THIRD AVE,Property damage only,NEW WESTMINSTER,2017,1,49.207878,-122.916211
SIXTH AVE & THIRTEENTH ST,Property damage only,NEW WESTMINSTER,2017,1,49.2068,-122.932105
SIXTH ST & THIRD AVE,Property damage only,NEW WESTMINSTER,2017,1,49.208687,-122.914713
THIRD AVE & THIRD ST,Property damage only,NEW WESTMINSTER,2017,1,49.210866,-122.910674
TWELFTH ST & TURNING LANE,Property damage only,NEW WESTMINSTER,2017,1,49.203278,-122.925061
10TH AVE & 18TH ST & EIGHTEENTH ST & TENTH AVE,Property damage only,NEW WESTMINSTER,2017,2,49.207979,-122.947979
10TH AVE & TENTH AVE & TENTH ST,Property damage only,NEW WESTMINSTER,2017,2,49.215438,-122.93419
ARCHER ST & SHILES ST,Property damage only,NEW WESTMINSTER,2017,2,49.225165,-122.899966
AUCKLAND ST & ELEVENTH ST,Property damage only,NEW WESTMINSTER,2017,2,49.20157,-122.920712
BLACKFORD ST & SIXTH ST,Property damage only,NEW WESTMINSTER,2017,2,49.209458,-122.915688
BOUNDARY RD & EWEN AVE & THOMPSON GATE,Property damage only,NEW WESTMINSTER,2017,2,49.181851,-122.957273
BOYD ST & BOYNE ST,Property damage only,NEW WESTMINSTER,2017,2,49.193157,-122.941377
BOYD ST & PEMBINA ST,Property damage only,NEW WESTMINSTER,2017,2,49.193528,-122.940022
BRAID ST & VULCAN ST,Property damage only,NEW WESTMINSTER,2017,2,49.230348,-122.879941
CARNARVON ST & TENTH ST,Property damage only,NEW WESTMINSTER,2017,2,49.200564,-122.915469
COLUMBIA ST & MCKENZIE ST,Property damage only,NEW WESTMINSTER,2017,2,49.202665,-122.908869
CUMBERLAND ST & MOTT CRES,Property damage only,NEW WESTMINSTER,2017,2,49.224618,-122.908871
CUMBERLAND ST & RICHMOND ST,Property damage only,NEW WESTMINSTER,2017,2,49.220544,-122.898757
E COLUMBIA ST & MAJOR ST,Property damage only,NEW WESTMINSTER,2017,2,49.229715,-122.892773
E COLUMBIA ST & SIMPSON ST,Property damage only,NEW WESTMINSTER,2017,2,49.224615,-122.892913
E EIGHTH AVE & RICHMOND ST,Property damage only,NEW WESTMINSTER,2017,2,49.229538,-122.898554
EIGHTH AVE & SIXTEENTH ST,Property damage only,NEW WESTMINSTER,2017,2,49.206993,-122.940659
EIGHTH ST & FOURTH AVE,Property damage only,NEW WESTMINSTER,2017,2,49.208243,-122.920308
EIGHTH ST & HAMILTON ST,Property damage only,NEW WESTMINSTER,2017,2,49.213227,-122.926633
EIGHTH ST & THIRD AVE,Property damage only,NEW WESTMINSTER,2017,2,49.206709,-122.918371
EIGHTH ST & VICTORIA ST,Property damage only,NEW WESTMINSTER,2017,2,49.202499,-122.913097
ELEVENTH ST & QUEENS AVE,Property damage only,NEW WESTMINSTER,2017,2,49.202305,-122.92162
EWEN AVE & JENSEN ST,Property damage only,NEW WESTMINSTER,2017,2,49.194782,-122.92598
EWEN AVE & MCGILLIVRAY PL,Property damage only,NEW WESTMINSTER,2017,2,49.188552,-122.941177
FIFTH AVE & TWELFTH ST,Property damage only,NEW WESTMINSTER,2017,2,49.206235,-122.928804
FOURTH AVE & STEWARDSON WAY,Property damage only,NEW WESTMINSTER,2017,2,49.203435,-122.929258
FOURTH AVE & TWELFTH ST,Property damage only,NEW WESTMINSTER,2017,2,49.204705,-122.926858
FOURTH ST & THIRD AVE,Property damage only,NEW WESTMINSTER,2017,2,49.210068,-122.912151
FRANCIS WAY & MEMORIAL DR,Property damage only,NEW WESTMINSTER,2017,2,49.216414,-122.900535
JAMIESON CRT & RICHMOND ST,Property damage only,NEW WESTMINSTER,2017,2,49.216743,-122.895593
JARDINE ST & SALTER ST,Property damage only,NEW WESTMINSTER,2017,2,49.182769,-122.946824
LONDON ST & TWELFTH ST,Property damage only,NEW WESTMINSTER,2017,2,49.212692,-122.93692
MEAD ST & TWENTIETH ST,Property damage only,NEW WESTMINSTER,2017,2,49.200986,-122.946025
NINTH ST & SIXTH AVE,Property damage only,NEW WESTMINSTER,2017,2,49.210273,-122.925648
QUEENS AVE & TWELFTH ST,Property damage only,NEW WESTMINSTER,2017,2,49.201662,-122.922856
RICHMOND ST & SCHOOL ST,Property damage only,NEW WESTMINSTER,2017,2,49.227142,-122.898612
RICHMOND ST & SHERBROOKE ST,Property damage only,NEW WESTMINSTER,2017,2,49.227967,-122.898597
SECOND ST & SIXTH AVE,Property damage only,NEW WESTMINSTER,2017,2,49.216527,-122.914111
SIXTH AVE & TENTH ST,Property damage only,NEW WESTMINSTER,2017,2,49.209625,-122.926885
10TH AVE & AMESS ST & E TENTH AVE & HOLMES ST,Property damage only,NEW WESTMINSTER,2017,3,49.235303,-122.897203
10TH AVE & FOURTH ST & TENTH AVE,Property damage only,NEW WESTMINSTER,2017,3,49.220334,-122.925085
BEGBIE ST & COLUMBIA ST,Property damage only,NEW WESTMINSTER,2017,3,49.201838,-122.910401
BOYD ST & DERWENT WAY & DUNCAN ST,Property damage only,NEW WESTMINSTER,2017,3,49.194605,-122.937104
BRAID ST & KELLY ST,Property damage only,NEW WESTMINSTER,2017,3,49.231592,-122.89143
BRUNETTE AVE & KEARY ST & SPRUCE ST,Property damage only,NEW WESTMINSTER,2017,3,49.225286,-122.889397
CLINTON PL & PARK ROW & ROYAL AVE & SECOND ST & TURNING LANE,Property damage only,NEW WESTMINSTER,2017,3,49.209181,-122.904788
COLUMBIA ST & TENTH ST,Property damage only,NEW WESTMINSTER,2017,3,49.200124,-122.915441
CUMBERLAND ST & E SIXTH AVE,Property damage only,NEW WESTMINSTER,2017,3,49.221465,-122.904915
DUBLIN ST & TWELFTH ST,Property damage only,NEW WESTMINSTER,2017,3,49.211952,-122.935989
E COLUMBIA ST & HOSPITAL ST,Property damage only,NEW WESTMINSTER,2017,3,49.226451,-122.892865
EDINBURGH ST & TWELFTH ST,Property damage only,NEW WESTMINSTER,2017,3,49.21124,-122.935064
EIGHTH AVE & TENTH ST,Property damage only,NEW WESTMINSTER,2017,3,49.212472,-122.930484
ELEVENTH ST & SIXTH AVE,Property damage only,NEW WESTMINSTER,2017,3,49.208368,-122.929205
FIFTH ST & SIXTH AVE,Property damage only,NEW WESTMINSTER,2017,3,49.213826,-122.919101
FIRST ST & SIXTH AVE,Property damage only,NEW WESTMINSTER,2017,3,49.217577,-122.912125
FOURTEENTH ST & SIXTH AVE,Property damage only,NEW WESTMINSTER,2017,3,49.20597,-122.933652
HWY 91 & HWY 91 ONRAMP & HWY 91A & WESTMINSTER HWY OFFRAMP & WESTMINSTER HWY ONRAMP,Property damage only,NEW WESTMINSTER,2017,3,49.177173,-122.96069
HWY 91A OFFRAMP & STEWARDSON WAY,Property damage only,NEW WESTMINSTER,2017,3,49.197144,-122.952348
LONDON ST & TWENTIETH ST,Property damage only,NEW WESTMINSTER,2017,3,49.205042,-122.951121
SIXTEENTH ST & SIXTH AVE,Property damage only,NEW WESTMINSTER,2017,3,49.204196,-122.936953
10TH AVE & HENLEY ST & TENTH AVE,Property damage only,NEW WESTMINSTER,2017,4,49.214435,-122.936024
BELMONT ST & SIXTH ST,Property damage only,NEW WESTMINSTER,2017,4,49.212469,-122.91945
BOUNDARY RD & BOYD ST & WESTMINSTER HWY,Property damage only,NEW WESTMINSTER,2017,4,49.183778,-122.957234
BRAID ST & UNITED BLVD,Property damage only,NEW WESTMINSTER,2017,4,49.22888,-122.876841
BRUNETTE AVE & TURNING LANE,Property damage only,NEW WESTMINSTER,2017,4,49.227688,-122.886806
CARNARVON ST & SIXTH ST,Property damage only,NEW WESTMINSTER,2017,4,49.204072,-122.90889
CHURCH ST & COLUMBIA ST,Property damage only,NEW WESTMINSTER,2017,4,49.20391,-122.906557
EIGHTH ST & FIFTH AVE,Property damage only,NEW WESTMINSTER,2017,4,49.209779,-122.922243
EIGHTH ST & SEVENTH AVE,Property damage only,NEW WESTMINSTER,2017,4,49.212478,-122.925675
THIRD AVE & TWELFTH ST,Property damage only,NEW WESTMINSTER,2017,4,49.203181,-122.924939
BEGBIE ST & FRONT ST,Property damage only,NEW WESTMINSTER,2017,5,49.201384,-122.909841
BOYD ST & GIFFORD ST,Property damage only,NEW WESTMINSTER,2017,5,49.185225,-122.952393
BRAID ST & CANFOR AVE,Property damage only,NEW WESTMINSTER,2017,5,49.229718,-122.878569
BRUNETTE AVE & ROUSSEAU ST,Property damage only,NEW WESTMINSTER,2017,5,49.228087,-122.886377
DERWENT WAY & EWEN AVE,Property damage only,NEW WESTMINSTER,2017,5,49.191752,-122.933499
DUFFERIN ST & ROYAL AVE,Property damage only,NEW WESTMINSTER,2017,5,49.210721,-122.90143
E COLUMBIA ST & KEARY ST,Property damage only,NEW WESTMINSTER,2017,5,49.225541,-122.89289
E COLUMBIA ST & SHERBROOKE ST,Property damage only,NEW WESTMINSTER,2017,5,49.227888,-122.892843
EIGHTH AVE & FIRST ST,Property damage only,NEW WESTMINSTER,2017,5,49.220437,-122.91573
10TH AVE & CARIBOO RD & E TENTH AVE & SURREY ST & TURNING LANE,Property damage only,NEW WESTMINSTER,2017,6,49.23309,-122.901394
AGNES ST & SIXTH ST,Property damage only,NEW WESTMINSTER,2017,6,49.20486,-122.909901
BRAID ST & ROUSSEAU ST,Property damage only,NEW WESTMINSTER,2017,6,49.231539,-122.886232
CARNARVON ST & FOURTH ST,Property damage only,NEW WESTMINSTER,2017,6,49.205451,-122.906372
COLBORNE ST & EIGHTH AVE & PARK CRES,Property damage only,NEW WESTMINSTER,2017,6,49.221342,-122.913982
COLUMBIA ST & E COLUMBIA ST & E ROYAL AVE & HWY 1A & LEOPOLD PL & MCBRIDE BLVD & ROYAL AVE & HIGHWAY RAMP,Property damage only,NEW WESTMINSTER,2017,6,49.211366,-122.900283
COLUMBIA ST & FOURTH ST,Property damage only,NEW WESTMINSTER,2017,6,49.204592,-122.90529
ELEVENTH ST & ROYAL AVE,Property damage only,NEW WESTMINSTER,2017,6,49.200821,-122.91976
FIFTH AVE & SIXTH ST,Property damage only,NEW WESTMINSTER,2017,6,49.211779,-122.91857
FIFTH AVE & STEWARDSON WAY,Property damage only,NEW WESTMINSTER,2017,6,49.203961,-122.933784
HWY 91A & HWY 91A OFFRAMP & MARINE WAY ONRAMP & QUEENSBOROUGH BRIDGE & SIXTH AVE ONRAMP & STEWARDSON WAY & STEWARDSON WAY ONRAMP & EMERGENCY LANE,Property damage only,NEW WESTMINSTER,2017,6,49.197808,-122.948705
SEVENTH ST & SIXTH AVE,Property damage only,NEW WESTMINSTER,2017,6,49.21235,-122.92186
SIXTH AVE & TWELFTH ST,Property damage only,NEW WESTMINSTER,2017,6,49.207609,-122.930604
10TH AVE & CUMBERLAND ST & E TENTH AVE,Property damage only,NEW WESTMINSTER,2017,7,49.227292,-122.912147
STEWARDSON WAY & TWELFTH ST,Property damage only,NEW WESTMINSTER,2017,7,49.200673,-122.922265
COLUMBIA ST & EIGHTH ST,Property damage only,NEW WESTMINSTER,2017,8,49.201235,-122.911514
CUMBERLAND ST & E EIGHTH AVE,Property damage only,NEW WESTMINSTER,2017,8,49.2243,-122.908479
EIGHTH AVE & TWELFTH ST,Property damage only,NEW WESTMINSTER,2017,8,49.210511,-122.934131
ROYAL AVE & SEVENTH ST,Property damage only,NEW WESTMINSTER,2017,8,49.204885,-122.912432
ROYAL AVE & TENTH ST,Property damage only,NEW WESTMINSTER,2017,8,49.202102,-122.917422
SEVENTH AVE & SIXTH ST,Property damage only,NEW WESTMINSTER,2017,8,49.21448,-122.921981
